NP_229934.2	1	283393	284952
NP_229936.1	1	285652	286989
NP_229937.1	1	287033	289234
NP_229938.1	1	289352	291022
NP_229939.1	1	291257	291934
NP_229940.1	1	294219	294824
NP_229941.1	1	294837	296213
NP_229942.1	1	296367	296882
NP_229943.2	1	296879	298675
NP_229944.1	1	298752	299750
NP_229945.1	1	299889	300185
NP_229946.1	1	300209	301204
NP_229948.1	1	301317	302204
NP_229950.1	1	302413	303756
NP_229951.2	1	303771	304232
NP_229952.1	1	304289	304741
NP_229953.2	1	305121	307070
NP_229954.1	1	307273	307944
NP_229955.1	1	307911	309734
NP_229956.1	1	309689	309895
NP_229957.1	1	309994	311184
NP_229958.1	1	311277	314720
NP_229959.1	1	314843	316336
NP_229960.1	1	316344	317660
NP_229961.1	1	317772	318098
NP_229962.1	1	318296	319555
NP_229963.1	1	319654	320646
NP_229964.1	1	320728	322569
NP_229965.1	1	322566	322835
NP_229966.1	1	322851	323561
NP_229969.1	1	329711	331051
NP_229971.1	1	331146	331592
NP_229972.1	1	331605	332678
NP_229973.1	1	332675	333637
NP_229974.1	1	333687	334814
NP_229975.1	1	335326	336510
NP_229976.1	1	336719	337114
NP_229977.1	1	337130	337678
NP_229978.1	1	337809	338237
NP_229979.1	1	338242	338943
NP_229980.1	1	339213	339701
NP_229981.1	1	339768	340133
NP_229982.2	1	340374	344399
NP_229983.1	1	344504	348709
NP_229984.1	1	348820	349314
NP_229985.1	1	349459	350268
NP_229986.1	1	350511	351590
NP_229987.1	1	351596	352324
NP_229988.1	1	352411	353370
NP_229989.1	1	353367	354515
NP_229990.1	1	354684	356216
NP_229991.1	1	356359	357300
NP_229992.1	1	357398	358834
NP_229993.1	1	359021	359878
NP_229994.1	1	359871	361034
NP_229995.1	1	361157	361702
NP_229996.1	1	363575	364684
NP_229997.2	1	364889	365353
NP_229998.1	1	365320	367065
NP_229999.1	1	367072	369033
NP_230000.1	1	369030	369977
NP_230001.1	1	370149	370412
NP_230002.1	1	370445	371734
NP_230003.1	1	371780	372967
NP_230004.1	1	372970	373950
NP_230005.1	1	373993	374199
NP_230006.2	1	374240	374467
NP_230007.1	1	374470	375453
NP_230008.1	1	375590	376369
NP_230009.1	1	376568	377290
NP_230010.1	1	377287	377682
NP_230011.1	1	377679	378035
NP_230012.1	1	378045	378320
NP_230013.1	1	378505	378879
NP_230014.1	1	378995	379465
NP_230015.1	1	379541	381637
NP_230016.1	1	381760	382944
NP_230018.1	1	383247	383435
NP_230019.1	1	383505	383981
NP_230020.1	1	384193	384561
NP_230021.1	1	384569	384871
NP_230022.1	1	384887	385114
NP_230023.1	1	385148	385597
NP_230024.1	1	385659	386468
NP_230025.1	1	386594	388000
NP_230026.1	1	387972	389099
NP_230027.1	1	389182	389601
NP_230028.1	1	389886	391538
NP_230030.1	1	391741	392919
NP_230031.1	1	393036	393497
NP_230032.1	1	393507	393974
NP_230033.1	1	394329	395312
NP_230035.1	1	395774	396439
NP_230036.1	1	396393	396563
NP_230037.1	1	396521	396790
NP_230038.1	1	396876	398720
NP_230039.1	1	398720	400453
NP_230040.1	1	400446	401207
NP_230043.1	1	407506	408840
NP_230044.1	1	409037	412717
NP_230045.2	1	412790	414145
NP_230046.1	1	414609	415727
NP_230047.1	1	415806	417599
NP_230048.1	1	417655	420477
NP_230049.1	1	420633	421508
NP_230050.1	1	421678	422322
NP_230051.1	1	422614	423147
NP_230052.1	1	423262	425283
NP_230053.1	1	425296	426735
NP_230054.1	1	426732	427382
NP_230055.1	1	427375	427692
NP_230056.1	1	427707	429386
NP_230057.1	1	429391	430236
NP_230058.1	1	430215	431384
NP_230059.1	1	431374	433101
NP_230060.1	1	433110	434333
NP_230061.1	1	434336	434788
NP_230062.1	1	434833	435423
NP_230063.1	1	435449	435985
NP_230064.1	1	436022	436510
NP_230065.1	1	436458	437069
NP_230066.1	1	437069	437839
NP_230067.1	1	437805	438236
NP_230068.1	1	438229	441987
NP_230069.1	1	442155	443198
NP_230070.1	1	443255	444145
NP_230071.1	1	444132	444620
NP_230072.1	1	444563	445180
NP_230073.1	1	445206	446675
NP_230074.1	1	446688	450563
NP_230075.1	1	450572	451399
NP_230076.1	1	451399	452844
NP_230077.1	1	452940	454163
NP_230078.1	1	454890	455312
NP_230079.1	1	455459	456256
NP_230080.1	1	456325	456708
NP_230082.1	1	456859	457296
NP_230083.1	1	457418	459982
NP_230084.1	1	460153	461139
NP_230085.2	1	461445	461915
NP_230086.2	1	462243	463178
NP_230087.1	1	463652	465058
NP_230088.2	1	465207	466178
NP_230089.1	1	466449	466760
NP_230090.1	1	466781	467041
NP_230091.2	1	467264	468436
NP_230092.1	1	468450	469319
NP_230093.1	1	469307	469792
NP_230094.1	1	469805	470302
NP_230095.1	1	470451	471260
NP_230096.1	1	471271	471651
NP_230097.1	1	471723	472571
NP_230098.1	1	472552	473544
NP_230099.1	1	473534	474829
NP_230100.1	1	474882	477245
NP_230101.1	1	477392	478246
NP_230103.1	1	479294	480919
NP_230104.2	1	481683	482810
NP_230105.1	1	482912	483184
NP_230106.1	1	483198	484259
NP_230107.1	1	484499	485218
NP_230108.1	1	485299	486249
NP_230109.1	1	486470	487645
NP_230110.1	1	487639	488241
NP_230111.1	1	488311	488742
NP_230112.1	1	488788	489078
NP_230113.1	1	489078	489635
NP_230114.1	1	489689	490507
NP_230115.1	1	490560	491270
NP_230116.1	1	491296	492333
NP_230117.1	1	492348	493454
NP_230118.1	1	493566	494369
NP_230119.1	1	494454	495758
NP_230120.1	1	495796	496218
NP_230121.2	1	496299	496862
NP_230122.1	1	496898	497854
NP_230123.1	1	497868	498599
NP_230124.1	1	498737	499432
NP_230125.1	1	499560	500048
NP_230126.1	1	500170	501327
NP_230127.1	1	501605	503689
NP_230128.1	1	503761	504657
NP_230129.1	1	504802	506760
NP_230130.2	1	506912	507937
NP_230131.1	1	508071	509249
NP_230132.1	1	509405	510481
NP_230133.1	1	510669	510764
NP_230134.1	1	510777	511640
NP_230135.1	1	511704	512339
NP_230136.1	1	512504	513400
NP_230137.1	1	513480	514196
NP_230139.1	1	514732	516144
NP_230140.1	1	516560	517342
NP_230141.1	1	517405	519237
NP_230142.1	1	519298	520377
NP_230143.1	1	520634	522394
NP_230144.1	1	523156	525117
NP_230145.1	1	525118	525654
NP_230146.1	1	525623	526789
NP_230147.1	1	527045	527920
NP_230148.1	1	528305	528949
NP_230149.1	1	529011	529685
NP_230150.1	1	529739	530338
NP_230151.1	1	530402	530602
NP_230152.1	1	530684	531124
NP_230153.1	1	534198	534722
NP_230154.1	1	535418	536698
NP_230155.1	1	536876	537103
NP_230156.1	1	537151	537519
NP_230157.1	1	537550	538284
NP_230158.1	1	538423	538599
NP_230159.1	1	538603	539046
NP_230160.1	1	539097	539540
NP_230161.1	1	539531	540004
NP_230163.1	1	541319	542908
NP_230164.1	1	544362	545177
NP_230165.1	1	545174	547054
NP_230166.1	1	547158	548390
NP_230167.1	1	548780	550021
NP_230168.1	1	550407	552284
NP_230169.1	1	552383	553567
NP_230170.1	1	554235	554678
NP_230171.1	1	554708	554923
NP_230172.3	1	555403	556182
NP_230173.1	1	556336	557148
NP_230174.1	1	557197	557823
NP_230175.1	1	557976	558365
NP_230176.2	1	558362	558868
NP_230177.1	1	558865	559668
NP_230178.1	1	559777	560067
NP_230179.1	1	560064	560762
NP_230180.1	1	560759	561235
NP_230181.1	1	561265	562350
NP_230182.1	1	562313	563104
NP_230183.1	1	563097	563723
NP_230184.1	1	563723	564658
NP_230185.1	1	564732	565739
NP_230186.1	1	565832	568420
NP_230188.1	1	568688	569575
NP_230189.1	1	569959	570960
NP_230190.1	1	571037	571888
NP_230191.1	1	571899	572762
NP_230192.1	1	572759	573889
NP_230193.1	1	574056	574562
NP_230194.2	1	574696	575760
NP_230195.1	1	575893	576351
NP_230196.1	1	576524	579106
NP_230198.1	1	579310	580497
NP_230199.1	1	580589	580786
NP_230200.2	1	582357	582617
NP_230201.1	1	582646	584439
NP_230202.1	1	584449	585579
NP_230203.2	1	585702	586652
NP_230204.1	1	586646	587107
NP_230205.1	1	587114	589972
NP_230207.1	1	590084	591658
NP_230208.1	1	591707	592225
NP_230209.1	1	592295	593575
NP_230210.1	1	593658	594461
NP_230211.1	1	594665	596050
NP_230212.1	1	596286	596534
NP_230213.1	1	596562	597116
NP_230214.1	1	597144	597887
NP_230215.1	1	597929	598282
NP_230216.1	1	598403	599461
NP_230217.1	1	599638	601008
NP_230218.1	1	601137	601574
NP_230219.1	1	601728	602831
NP_230221.1	1	603055	603483
NP_230222.1	1	603499	603891
NP_230224.1	1	604219	604812
NP_230225.1	1	604812	606077
NP_230226.1	1	606074	606811
NP_230227.1	1	606911	607546
NP_230228.1	1	607546	608022
NP_230229.1	1	608090	608659
NP_230230.1	1	608662	609252
NP_230231.1	1	609256	609624
NP_230232.2	1	609611	611416
NP_230233.1	1	611486	612352
NP_230235.1	1	613472	614005
NP_230236.1	1	614080	614748
NP_230237.1	1	614896	616542
NP_230239.1	1	616926	617843
NP_230240.1	1	617849	618619
NP_230241.1	1	618683	619564
NP_230242.1	1	619575	620369
NP_230243.1	1	620372	620875
NP_230244.1	1	620872	622245
NP_230245.1	1	622336	623250
NP_230246.1	1	623299	623745
NP_230247.1	1	623870	624640
NP_230250.1	1	624851	626203
NP_230251.1	1	626302	628764
NP_230252.1	1	628761	631094
NP_230253.1	1	631331	633625
NP_230254.1	1	633890	636487
NP_230255.1	1	636642	637022
NP_230256.1	1	637173	637538
NP_230257.1	1	638885	639943
NP_230258.1	1	640027	641652
NP_230259.1	1	641652	642683
NP_230260.1	1	642814	644226
NP_230261.1	1	644349	646754
NP_230262.1	1	646873	648786
NP_230263.1	1	648783	649760
NP_230264.1	1	649664	651388
NP_230265.1	1	651445	652440
NP_230266.1	1	652483	653466
NP_230267.1	1	653469	654494
NP_230268.1	1	654497	655483
NP_230269.1	1	655653	657323
NP_230271.2	1	658234	661623
NP_230272.1	1	661831	662853
NP_230273.1	1	662926	664011
NP_230275.1	1	664265	665563
NP_230276.1	1	665847	666188
NP_230277.1	1	666286	667386
NP_230278.2	1	667397	670516
NP_230279.1	1	670598	671899
NP_230280.1	1	672030	673217
NP_230281.1	1	673285	674748
NP_230282.1	1	674828	675880
NP_230283.1	1	676405	676881
NP_230284.1	1	676958	677254
NP_230285.1	1	677374	678003
NP_230286.1	1	678104	680059
NP_230287.1	1	680126	680962
NP_230288.1	1	680988	682328
NP_230289.1	1	682585	682920
NP_230290.1	1	683351	683806
NP_230291.1	1	683825	685312
NP_230292.1	1	685337	688033
NP_230293.2	1	688135	688533
NP_230294.1	1	688533	689471
NP_230295.1	1	689613	689882
NP_230296.1	1	690245	692374
NP_230297.1	1	692490	693401
NP_230298.1	1	693488	693907
NP_230299.1	1	693954	695291
NP_230300.2	1	695344	696222
NP_230301.1	1	696234	697247
NP_230302.1	1	697355	699409
NP_230303.1	1	699642	700169
NP_230304.1	1	700105	700656
NP_230305.1	1	700767	701174
NP_230306.1	1	701135	701620
NP_230307.1	1	701609	703666
NP_230308.1	1	703870	705465
NP_230309.1	1	705587	706858
NP_230310.1	1	706946	707668
NP_230311.1	1	707977	709290
NP_230312.1	1	709536	710558
NP_230313.1	1	710583	712121
NP_230314.1	1	712395	713729
NP_230315.2	1	714307	714558
NP_230316.1	1	714596	715654
NP_230317.1	1	715847	716512
NP_230320.1	1	717080	717661
NP_230321.1	1	717664	719910
NP_230322.1	1	719920	720714
NP_230323.1	1	720743	721558
NP_230324.1	1	721568	722419
NP_230325.1	1	722512	723660
NP_230326.1	1	724055	724945
NP_230327.1	1	725144	725470
NP_230328.1	1	725539	725799
NP_230329.1	1	726042	727619
NP_230330.1	1	727688	728656
NP_230331.1	1	728687	731536
NP_230332.1	1	731552	732067
NP_230333.1	1	732230	732664
NP_230334.2	1	732711	733661
NP_230336.1	1	733798	735282
NP_230337.1	1	735535	735876
NP_230338.1	1	735892	737691
NP_230339.1	1	737715	738638
NP_230340.1	1	738656	739768
NP_230341.1	1	739874	740866
NP_230342.1	1	740893	741606
NP_230343.1	1	741616	743292
NP_230344.1	1	743534	744607
NP_230345.1	1	744620	745747
NP_230346.1	1	745814	746245
NP_230347.1	1	746356	748023
NP_230349.1	1	748385	750331
NP_230350.1	1	750341	750697
NP_230351.1	1	750775	751326
NP_230352.1	1	751247	753622
NP_230353.1	1	753606	754685
NP_230354.1	1	754828	756003
NP_230355.1	1	756243	756569
NP_230357.1	1	756971	757732
NP_230358.1	1	757851	758825
NP_230359.1	1	758828	759550
NP_230360.1	1	759675	762248
NP_230362.1	1	762602	762799
NP_230363.1	1	768218	768541
NP_230364.1	1	768551	769273
NP_230365.1	1	769308	769562
NP_230366.1	1	769565	770965
NP_230367.1	1	771116	772030
NP_230368.1	1	772267	772956
NP_230369.1	1	772978	774279
NP_230370.1	1	774276	775253
NP_230371.1	1	775321	776892
NP_230372.1	1	776804	778909
NP_230373.1	1	779108	781303
NP_230374.1	1	781313	782959
NP_230375.1	1	782962	783783
NP_230376.1	1	783817	784527
NP_230377.1	1	784588	785364
NP_230379.1	1	785567	786331
NP_230380.1	1	786666	787289
NP_230381.1	1	787493	788398
NP_230383.1	1	788949	790619
NP_230385.1	1	790749	792062
NP_230386.1	1	792215	792724
NP_230388.1	1	792954	794012
NP_230390.1	1	794241	795380
NP_230391.1	1	795485	795817
NP_230392.1	1	795839	797692
NP_230393.1	1	797707	798654
NP_230394.2	1	798822	799625
NP_230395.1	1	799804	800538
NP_230396.1	1	800608	801174
NP_230397.1	1	801201	802415
NP_230398.1	1	802452	802835
NP_230399.1	1	802896	803219
NP_230400.1	1	803268	803783
NP_230401.1	1	803807	805657
NP_230402.2	1	805671	806009
NP_230403.1	1	806058	806252
NP_230404.2	1	806472	807761
NP_230405.1	1	807964	808392
NP_230406.1	1	808566	809687
NP_230407.2	1	810001	811083
NP_230408.1	1	811088	812218
NP_230409.1	1	812244	813512
NP_230410.1	1	813549	814163
NP_230411.1	1	814176	815336
NP_230412.1	1	815529	817013
NP_230413.1	1	817034	817951
NP_230414.1	1	818256	818489
NP_230415.1	1	818470	819810
NP_230416.1	1	820012	821481
NP_230417.1	1	821588	823141
NP_230418.1	1	823377	825101
NP_230419.1	1	825292	825885
NP_230420.1	1	826197	827078
NP_230421.1	1	827179	828810
NP_230422.1	1	828821	830008
NP_230423.1	1	830176	830964
NP_230424.1	1	830976	832292
NP_230425.1	1	832470	833447
NP_230426.1	1	833444	834496
NP_230427.1	1	834475	835551
NP_230428.1	1	835668	836507
NP_230429.1	1	836438	837223
NP_230430.1	1	837233	838159
NP_230432.1	1	838377	840359
NP_230433.1	1	840439	841989
NP_230435.1	1	842367	843632
NP_230436.1	1	843733	844665
NP_230437.1	1	844790	845119
NP_230438.1	1	845285	845557
NP_230439.1	1	845591	846274
NP_230440.1	1	846288	847985
NP_230441.1	1	848056	849357
NP_230442.1	1	849373	849966
NP_230443.1	1	851190	851609
NP_230444.1	1	851557	852903
NP_230445.1	1	853165	854235
NP_230446.1	1	854287	854583
NP_230447.1	1	854565	855455
NP_230448.2	1	855466	856995
NP_230449.1	1	856992	857528
NP_230450.1	1	857506	858447
NP_230451.1	1	858794	859192
NP_230452.1	1	859267	860040
NP_230453.1	1	860219	860542
NP_230455.1	1	860789	862405
NP_230456.1	1	862473	863156
NP_230457.1	1	863128	863280
NP_230458.1	1	863289	865058
NP_230459.1	1	865250	865765
NP_230461.1	1	866873	869812
NP_230462.1	1	869813	870391
NP_230463.1	1	870819	871298
NP_230464.1	1	871283	872653
NP_230465.1	1	872764	872946
NP_230466.1	1	873242	874225
NP_230467.2	1	875273	876712
NP_230468.1	1	876974	880015
NP_230471.1	1	884725	885663
NP_230472.1	1	885773	886267
NP_230473.1	1	886543	888405
NP_230474.1	1	888846	889511
NP_230475.1	1	889496	889906
NP_230476.1	1	890449	891123
NP_230477.1	1	891203	892495
NP_230478.1	1	892495	892947
NP_230479.1	1	892950	894419
NP_230480.1	1	894412	894867
NP_230481.1	1	894855	895691
NP_230482.1	1	895707	896165
NP_230483.1	1	896155	897666
NP_230484.1	1	897641	898663
NP_230485.1	1	898673	899689
NP_230486.1	1	899896	900726
NP_230487.1	1	900726	901487
NP_230488.1	1	901494	903374
NP_230489.1	1	903380	904150
NP_230490.1	1	904166	904639
NP_230491.1	1	904648	905556
NP_230492.1	1	905559	906206
NP_230493.1	1	906379	910941
NP_230494.1	1	912856	914124
NP_230495.1	1	914726	915211
NP_230496.1	1	915389	915829
NP_230497.1	1	915826	916137
NP_230498.1	1	916215	916625
NP_230499.1	1	916733	918397
NP_230500.1	1	918527	919411
NP_230501.1	1	919557	920159
NP_230502.1	1	920423	922330
NP_230503.1	1	922531	923676
NP_230504.1	1	923726	924169
NP_230505.1	1	924224	924778
NP_230506.1	1	924747	925349
NP_230507.1	1	925340	926581
NP_230508.1	1	926571	926984
NP_230509.1	1	927021	927389
NP_230510.1	1	927382	928941
NP_230511.1	1	929010	929591
NP_230513.1	1	929947	931539
NP_230515.1	1	931640	931852
NP_230516.1	1	931849	935742
NP_230517.1	1	935917	936354
NP_230518.1	1	936465	936656
NP_230519.1	1	936662	936865
NP_230520.1	1	936968	937612
NP_230522.1	1	937854	939569
NP_230523.1	1	939795	940490
NP_230525.1	1	940625	940882
NP_230526.1	1	940879	941004
NP_230527.1	1	941187	942791
NP_230528.1	1	942857	943306
NP_230529.1	1	943303	943602
NP_230531.1	1	944367	944990
NP_230532.1	1	944947	945249
NP_230533.1	1	945253	946290
NP_230534.1	1	946379	946690
NP_230535.1	1	946691	947425
NP_230536.1	1	947523	949403
NP_230537.1	1	949423	950307
NP_230538.1	1	950349	950591
NP_230539.1	1	950906	951670
NP_230540.1	1	951682	952638
NP_230541.2	1	952942	954393
NP_230543.1	1	955014	955934
NP_230544.1	1	955956	956342
NP_230545.1	1	956372	957223
NP_230546.1	1	957262	958635
NP_230547.1	1	958840	960414
NP_230548.1	1	960516	962777
NP_230549.2	1	962792	963637
NP_230550.1	1	963686	964282
NP_230551.1	1	964284	965060
NP_230552.2	1	965193	966002
NP_230553.1	1	966039	966716
NP_230554.1	1	966706	967740
NP_230555.1	1	967976	968536
NP_230556.1	1	968601	969551
NP_230557.1	1	969788	971224
NP_230558.1	1	971304	972992
NP_230560.1	1	974049	975107
NP_230561.1	1	975107	978217
NP_230563.1	1	978644	979144
NP_230564.1	1	979457	980575
NP_230565.1	1	980595	981836
NP_230566.1	1	981833	982387
NP_230567.1	1	982384	983532
NP_230568.1	1	983529	984938
NP_230569.1	1	984935	986155
NP_230570.1	1	986166	986597
NP_230571.1	1	986597	987937
NP_230572.1	1	987913	989010
NP_230573.1	1	989007	990179
NP_230574.1	1	990169	990921
NP_230575.1	1	991117	991932
NP_230576.1	1	992138	993364
NP_230577.1	1	993628	996501
NP_230578.1	1	996656	997972
NP_230581.1	1	999242	1000639
NP_230582.1	1	1000710	1001906
NP_230583.1	1	1001910	1002437
NP_230584.1	1	1002462	1004675
NP_230585.1	1	1004672	1005379
NP_230586.1	1	1005358	1005792
NP_230587.1	1	1005943	1006539
NP_230588.2	1	1006880	1008130
NP_230589.1	1	1008294	1008647
NP_230590.1	1	1008816	1009781
NP_230591.1	1	1009774	1010433
NP_230592.1	1	1010612	1010890
NP_230594.1	1	1011038	1012213
NP_230595.1	1	1012305	1013096
NP_230596.1	1	1013096	1014217
NP_230597.1	1	1014214	1016130
NP_230598.1	1	1016137	1016607
NP_230599.1	1	1016610	1016927
NP_230600.1	1	1016996	1018024
NP_230601.1	1	1018030	1018671
NP_230603.2	1	1018821	1021397
NP_230604.1	1	1021527	1021997
NP_230605.1	1	1022053	1023570
NP_230606.1	1	1023611	1024486
